773.3054454645,2.4328369109
654.3430306928,2.2378975595
559.9109214827,2.0701267223
483.2585002038,1.9232122339
417.9412996851,1.7885253766
686.0984870969,2.2915571509
533.2834852741,2.0203030962
418.1709125297,1.7890166083
339.0157112449,1.6108213414
275.6272586207,1.4524411508
501.9413319903,1.9600355188
326.2645446098,1.5802376421
220.8492876680,1.3001260601
156.1137730225,1.0930954136
113.0613646658,0.9302390652
80.9691427566,0.7872220185
242.8461981777,1.3633366710
677.0440872593,2.2763861621
492.8103945379,1.9421259530
370.3655182902,1.6836535687
279.9439800986,1.4637706286
216.6932951813,1.2878349261
303.7318707960,1.5246938364
191.3440371409,1.2101659481
128.6214617661,0.9921884853
86.4645435033,0.8134979981
59.2860364678,0.6736179797
87.2069583674,0.8169830226
39.8301747713,0.5521328261
45.3102679950,0.5888921668
354.2007740325,1.6465018198
374.1311689412,1.6921911037
169.6685846136,1.1395625820
143.7606019847,1.0489563187
51.3950083761,0.6271882777
144.6560920785,1.0522182408
125.2002303820,0.9789038264
46.1674892814,0.5944366672
35.2455716414,0.5193854048
49.3820691053,0.6147833591
52.8568768198,0.6360455393
