JES,Statistics,Resp,Backgrounds,JER/JEFF,PDF,Other Detector,Pileup,Modeling,Total
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.017998493104,0.0294477844253,0.00575650824683,0.00370581942373,0.00408016678654,0.000426952980056,0.00391452699779,0.0328183524342,0.0393249414823,0.0623990151919
2,0.0197240591927,0.0243806612831,0.00618359117764,0.00308432283176,0.00084454094412,0.000349751493847,0.00245002364606,0.0221445540429,0.0513622455992,0.0645484681534
3,0.0239147130089,0.0252225096694,0.00734801701569,0.00270369367736,0.00164737542706,0.000551296400479,0.0014669891682,0.0135173903784,0.0123400532718,0.0401193020131
4,0.0293722722028,0.0273389141542,0.00849812909768,0.00206810644078,0.00488229069558,3.48901802987e-05,0.000702647258387,0.00720383281004,0.0374737730124,0.0562774593222
5,0.0283574387678,0.028715315341,0.00965658473828,0.00116296255242,0.0184435336177,0.000582480129349,0.00100458503621,0.0033377878555,0.0180737613701,0.0490166284402
6,0.0241886447628,0.0298815549069,0.00694902954653,8.01351930009e-05,0.0246112860035,0.000583386170488,0.00320310528234,0.00142023803404,0.00793368431978,0.0469847777156
7,0.0250957804605,0.0327376784786,0.00780836565935,0.00124657482718,0.00733434497579,0.000366715545333,0.00534707953922,0.00168817770975,0.0214043885206,0.0480374277017
8,0.021077079522,0.0361560345746,0.00926604428001,0.00165254206744,0.00675386046843,0.000664044148257,0.00708254149464,0.00166377601613,0.018176372183,0.0476388415631
9,0.0269460010882,0.0400467445623,0.0109869063571,0.00275272613845,0.0057798788224,0.000131661588973,0.00909250928067,0.00249522180054,0.0174232355642,0.05370299494
10,0.0223933654016,0.0432938266825,0.0126195202344,0.0042748753919,0.00848055287087,0.000352669500166,0.00901116178754,0.00177096360165,0.0191203723538,0.0554555248279
11,0.018547150847,0.0418658335371,0.00765369708077,0.00425348024754,0.00766905085326,0.000421235892016,0.00860613792829,0.00160580302688,0.00906149238085,0.0488995156802
12,0.0159969055551,0.0504398012356,0.00930940931258,0.00414191269167,0.00990248563837,0.00115861524316,0.00992732805116,0.000910583095431,0.0071644164828,0.0561605427054
13,0.0216118767111,0.06308059832,0.0133114951556,0.00648836375994,0.000891920669123,0.00111077933687,0.00951017789441,0.000420053733781,0.0100949914148,0.0697143313856
14,0.00740476963767,0.0725721146284,0.014013964297,0.00454834163785,0.00642087205587,0.00302279109102,0.00906317962303,0.000309803280731,0.00490077223392,0.0754668183865
15,0.0163832246127,0.088597007619,0.0212363334481,0.00609881370893,0.00160104234106,0.00352900904188,0.011440472189,0.000842287253005,0.0288803709955,0.0979117159317
16,0.018533251792,0.108195503095,0.0260966334447,0.0109666850885,0.000873730873692,0.000626141694309,0.0142792192831,0.000534812872177,0.0301774314769,0.118182341019
17,0.0195861114501,0.0695048571894,0.0066487180455,0.00715855455033,0.00543034745265,0.00084328330941,0.0136176587309,0.00072769109937,0.00461951337339,0.0744815491058
18,0.0419358841394,0.0314886021155,0.00753539647284,0.000312544350351,0.00758999210227,1.86955376135e-05,0.00441721114561,0.0324449552903,0.0486387813412,0.0793886426626
19,0.0548926809104,0.0282275166388,0.00870192727376,0.000642719622294,0.0133127545318,0.000690815436732,0.00578914738059,0.0233224237256,0.0335027463432,0.075919207632
20,0.0586744368722,0.0313350427524,0.0107374817199,0.00112319081074,0.0175567770262,0.000343073199352,0.00767111098978,0.0140677144495,0.0310184825695,0.0778998102127
21,0.0534953012294,0.0354120169813,0.0126145809402,0.00170438035949,0.0223176986666,0.00122515570196,0.00919132125733,0.00750770265824,0.0595997911654,0.0920345181869
22,0.0516225283033,0.0382526540961,0.0142314394356,0.00256254632647,0.0285715821013,0.00221544086686,0.0103220870359,0.0045890620881,0.00837150463423,0.0731859414736
23,0.05432906754,0.0429224507774,0.0107145605699,0.00399694065293,0.0304443486768,0.000322697674808,0.0117192397102,0.000588843042364,0.0145081457528,0.0787394298439
24,0.0477011636305,0.0519703716601,0.0136036667079,0.00598685246095,0.0259439674448,0.00122938482902,0.0141570046931,0.00133044887381,0.0115438640341,0.0787862627572
25,0.0429414697684,0.063422655591,0.0199880995181,0.00685926926176,0.0219377950971,0.00402208184204,0.0168185479258,0.00135459402808,0.0267203853866,0.0883691022689
26,0.0461506812446,0.0852305167378,0.0276233691381,0.00911367434143,0.0192963267738,0.00329864722972,0.0168554992173,0.000825155223344,0.0219351058338,0.106721145275
27,0.0252635373415,0.0881528760625,0.0365195005603,0.00995395618434,0.0334027051756,0.00240280237588,0.0170107658358,0.00181535626444,0.0286666931175,0.109899436674
28,0.029425663285,0.101864006128,0.0248396184322,0.0103425124308,0.00310213072342,0.000245757474913,0.019019991785,0.00423201311142,0.0165385176475,0.112378804993
29,0.0546256359264,0.142951330308,0.0318457241709,0.00899434875251,0.0244013551724,0.000658035086738,0.0274923664701,0.000998753078182,0.0244756475595,0.16268323695
30,0.0300555817303,0.163390624133,0.0274227255561,0.01195721268,0.0229828648999,0.00710671136214,0.0225457948633,0.00569989707796,0.0154367798024,0.172779131114
31,0.0810783582702,0.039994762422,0.010966127282,0.0038158105938,0.0185036354263,0.0013365897643,0.011396880912,0.0221337715153,0.0392366042056,0.103978711287
32,0.073971413749,0.0400772231703,0.0104548398161,0.00394389917049,0.0281790880562,0.000900072422619,0.014181977153,0.0139575449711,0.0479978703929,0.103428333252
33,0.0760296706581,0.0553314224088,0.0180212053388,0.00600456706619,0.0408637720871,0.000103231965994,0.0181206705023,0.00526698110428,0.0181603406519,0.107511171892
34,0.0722053247982,0.074698539462,0.017221839764,0.00760515190544,0.0427880319723,0.00191759134802,0.0237241897219,0.000761567093903,0.00820224589755,0.116675180155
35,0.0611616597175,0.151538107342,0.0382671923257,0.014329165919,0.00236812333393,0.0132776988581,0.0247894749062,0.0046028804696,0.0174335983795,0.171743383636
36,0.102016775913,0.0611218616361,0.0171335856888,0.00626829321201,0.0294546996387,0.00100722960478,0.0185818060846,0.0363518809912,0.0780393975893,0.151992236589
37,0.111291835136,0.0652485014249,0.0199213369908,0.00695432001264,0.0358042090986,0.000294405435876,0.0213180293346,0.0339303084861,0.03361952857,0.145280716939
38,0.102695424987,0.105393047503,0.0415707192417,0.00784264696814,0.0220000103937,0.000308207684084,0.0278294511903,0.0208835592167,0.0335666800585,0.162065096315
39,0.0775244084339,0.15880661033,0.0375186483111,0.0108014066202,0.0646855218638,0.00750065534432,0.0337970840308,0.00474909173114,0.027472276238,0.197266043798
40,0.129410033859,0.119135460341,0.033846113572,0.00974793707836,0.0222576927162,0.00683585989416,0.0257800502339,0.0684937678251,0.122662676965,0.230488762984
41,0.161342063518,0.14928166193,0.0313786043476,0.0108074301349,0.0267129356819,0.0,0.0317996939535,0.0755706376424,0.0396702741027,0.241717080065
