Sum,Radiation,Shower,Data stats,MC stats,NLO
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0511657957962,0.00882905276603,0.00832552855715,0.0294477844253,0.00606040007368,0.03958246587
2,0.0590086636732,0.0105555062203,0.0166842821119,0.0243806612831,0.0064230445624,0.0495637595556
3,0.0292530244677,0.0122377805787,0.00315684026895,0.0252225096694,0.00758111081146,0.00153697474661
4,0.0479634413953,0.0139629101756,0.00629175032174,0.0273389141542,0.00871570669697,0.0352500064885
5,0.035367326487,0.00479331627305,0.0109536539619,0.028715315341,0.0097295305794,0.0137352199253
6,0.0316773979687,0.006755966759,0.00119094066122,0.0298815549069,0.00692768907679,0.00393648522966
7,0.0397750758013,0.00689953057293,0.020068852068,0.0327376784786,0.00774176810864,6.11876688018e-05
8,0.0411488481471,0.00584833920985,0.0147731330464,0.0361560345746,0.00892274660548,0.0073419976278
9,0.0446112429965,0.012711564962,0.00606481582026,0.0400467445623,0.0104852551997,0.00883825776551
10,0.0485014860462,0.0168086871967,0.00316777759544,0.0432938266825,0.0120437167651,0.00635773750553
11,0.0433181582028,0.00677162287427,0.00451458295826,0.0418658335371,0.00717713197834,0.00244279619573
12,0.0516008832199,0.00436793390576,0.000131265235839,0.0504398012356,0.00862601488435,0.00499733833522
13,0.0649686557909,0.0092019869296,0.00147399444507,0.06308059832,0.0123890884102,0.00119399168833
14,0.0739244206582,0.00212473271581,0.00397117020632,0.0725721146284,0.0132861070194,0.00114141419105
15,0.0946556313013,0.0259596613432,0.00660649701559,0.088597007619,0.0197392356491,0.00175257928137
16,0.11459795527,0.0264302746019,0.0066812208471,0.108195503095,0.0247045346302,0.00853887013223
17,0.0699086603605,0.00396302047297,0.00109826913109,0.0695048571894,0.00616175263841,0.00119025147038
18,0.0587330604106,0.0122537101871,0.0295060288955,0.0314886021155,0.00759045007947,0.0371438586453
19,0.0447995032589,0.0097617822728,0.0253444551421,0.0282275166388,0.00874555873711,0.01990186422
20,0.0450523462203,0.00214187410877,0.00280650660559,0.0313350427524,0.0105889071853,0.0303848636044
21,0.0701066519886,0.0215638746604,0.0170918100512,0.0354120169813,0.0125287513315,0.0524102226216
22,0.041498968553,0.00732934448936,0.00346148735704,0.0382526540961,0.0138687796645,0.000924451632802
23,0.0462927553576,0.0130600836495,0.00344346801338,0.0429224507774,0.0103013535415,0.00348443340874
24,0.0545694258614,0.0100293587638,0.00240532381465,0.0519703716601,0.0126878270542,0.00309000536132
25,0.0701388972228,0.0206612419549,0.0116646704618,0.063422655591,0.0179402987344,0.00349655353794
26,0.0907969714922,0.0140376250659,0.0100528130007,0.0852305167378,0.0245138340976,0.00898927248878
27,0.0973602586528,0.022054331484,0.00430418644772,0.0881528760625,0.0325095498402,0.0120954544291
28,0.104910633311,0.0115286759975,0.00441472775801,0.101864006128,0.0208919572333,0.00641023937602
29,0.146855258475,0.0136393875978,0.0122716469263,0.142951330308,0.0266692653984,0.00913828078072
30,0.165656690729,0.00333384972908,0.0100230993781,0.163390624133,0.0237953845332,0.00823685185406
31,0.0565286866035,0.0164362305759,0.0240409403395,0.039994762422,0.0107531102596,0.025142901975
32,0.0627254541786,0.0111361230328,0.0379200762509,0.0400772231703,0.0102694964158,0.025707796661
33,0.0600379484258,0.00934283778638,0.00292230844985,0.0553314224088,0.0164136056953,0.0133324412204
34,0.0766398774791,0.00112298985536,0.00708668007696,0.074698539462,0.0154750630004,0.00168502423315
35,0.155370809385,0.0094967799879,0.00957175436944,0.151538107342,0.0312107985953,0.00451322183783
36,0.0967417668206,0.0242165421564,0.0600541953486,0.0611218616361,0.016080486978,0.0342280312503
37,0.0749657757856,0.0122469556671,0.0289526753287,0.0652485014249,0.0188169179894,0.00449208932624
38,0.114909673899,0.0230157250131,0.00691471620198,0.105393047503,0.0356244019907,0.0158083452085
39,0.163497213943,0.0123732211233,0.0175934271882,0.15880661033,0.0313710301921,0.00806428336326
40,0.167036205032,0.0196165237059,0.101747714471,0.119135460341,0.0311420460204,0.0447281057974
41,0.15639085182,0.0156390210573,0.0250173363239,0.14928166193,0.0289195886393,0.0215938704492
