838.3589599794,6.3651530021
707.2094948078,5.8514771223
607.5570835877,5.4269523730
511.2013741565,4.9771244890
439.3228563464,4.6191281107
719.1540541995,5.9090732172
548.9242645181,5.1681100628
419.6338127362,4.5166356424
339.2041625579,4.0623471025
272.8183876806,3.6441392531
463.5291462260,4.7498939428
288.2255958574,3.7460526985
185.5885560676,3.0035654032
129.0256310383,2.5079693669
87.2482688390,2.0607635650
61.9766269491,1.7366715966
191.6497931436,3.0577551694
681.0517992146,5.7485650755
491.6418035158,4.8862504091
378.4643680706,4.2944849001
283.7995765202,3.7170755158
217.1939025921,3.2525501195
301.5699621517,3.8362559579
189.4912211094,3.0429237596
131.2138311349,2.5351732695
84.8707808754,2.0385286821
61.1984534318,1.7326300375
89.5859449483,2.0955637248
41.6714362942,1.4317244909
50.6837413922,1.5808733852
356.3707573728,4.1667024545
367.8519715985,4.2382505902
172.3568032954,2.9052307436
149.4012566929,2.7084265011
59.6073804580,1.7149995633
140.5435254843,2.6229230336
128.3008149183,2.5070651113
47.1000433804,1.5217638523
42.1975457215,1.4428231243
50.8285079920,1.5802752141
54.7076259694,1.6396818671
