Sum,Radiation,Shower,Data stats,MC stats,NLO
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0510915258419,0.00881057993443,0.0083081092381,0.0294412774147,0.0060565649616,0.0394996483531
2,0.0589076138846,0.0105343183787,0.0166507921096,0.0243771149985,0.00639752787264,0.0494642712821
3,0.0292365423933,0.0122140066211,0.00315070757305,0.0252204054426,0.00756601100273,0.00153398891333
4,0.0479075082988,0.0139363044509,0.00627976166219,0.0273375246563,0.00873504095,0.0351828391177
5,0.0353477924889,0.00478423721457,0.0109329065588,0.0287141976723,0.00972633753089,0.013709203936
6,0.0316802248811,0.00674314795071,0.0011886809639,0.0298804087884,0.0069625889405,0.00392901612105
7,0.0397579203526,0.00688648852577,0.0200309163111,0.0327367471517,0.00776740332564,6.1072006953e-05
8,0.0411343066335,0.00583735012975,0.0147453742012,0.0361554219315,0.00892263338224,0.00732820195057
9,0.0445947731613,0.0126877576132,0.00605345709409,0.0400463382268,0.0104660679454,0.00882170469073
10,0.0484708703464,0.0167772496432,0.00316185285093,0.0432935215707,0.0119730144468,0.00634584652856
11,0.0433157685468,0.00675897516812,0.00450615084092,0.0418656830314,0.00718235790057,0.00243823366042
12,0.0516089751434,0.00435977958085,0.000131020181906,0.0504396837606,0.00868444237775,0.00498800899981
13,0.064977999329,0.00918482023658,0.00147124464654,0.0630805478595,0.0124514695093,0.0011917642467
14,0.0739318975285,0.00212077052742,0.00396376479275,0.072572118105,0.013330644211,0.00113928568895
15,0.0946123534398,0.0259112508276,0.00659417698095,0.0885970142341,0.0195992426818,0.00174931100812
16,0.114567104242,0.0263809826763,0.00666876050587,0.108195501512,0.024622867756,0.0085229453128
17,0.0699089213981,0.0039556276993,0.00109622037682,0.0695048283188,0.00617057727044,0.00118803112865
18,0.0586456253909,0.0122279699508,0.029444048308,0.0314815638549,0.00760718322384,0.0370658339748
19,0.0447431423707,0.00974205886628,0.0252932473833,0.0282230811513,0.00873299164006,0.0198616530631
20,0.0450318969468,0.00213769112657,0.00280102562651,0.0313320221207,0.0106828506391,0.0303255233551
21,0.0700222365153,0.0215226125541,0.0170591051642,0.0354097989191,0.0125973951527,0.0523099365544
22,0.041525612463,0.00731537072368,0.00345488785647,0.0382506078251,0.0139629952841,0.000922689119045
23,0.0462919520707,0.0130351388169,0.00343689097027,0.0429202055512,0.0103430545671,0.0034777781215
24,0.0545389880708,0.0100103065076,0.00240075454491,0.0519683604985,0.0125820895218,0.00308413543732
25,0.0701081280885,0.0206221191757,0.0116425830032,0.0634206071941,0.0178878461175,0.00348993269238
26,0.0907688588665,0.0140111293218,0.0100338385118,0.0852284023312,0.02444612958,0.0089723054119
27,0.0973808550567,0.0220128599198,0.00429609273855,0.0881513231784,0.0326129179421,0.0120727098079
28,0.104858053545,0.0115070848663,0.00440645976901,0.101863041043,0.0206486070351,0.00639823415361
29,0.146856195529,0.0136138625238,0.0122486814747,0.142950285909,0.0267094470762,0.00912117918498
30,0.165691419636,0.00332763032266,0.0100044009563,0.163390483122,0.024050833175,0.00822148573577
31,0.0564485344343,0.0164014485645,0.0239900653985,0.0399852822916,0.0106578932023,0.0250896950856
32,0.0626525937369,0.0111137070011,0.037843746488,0.040071076995,0.010283958455,0.0256560491379
33,0.0600488776922,0.00932484017992,0.00291667905131,0.0553270937398,0.0165000283272,0.0133067582282
34,0.0766552372458,0.00112085215247,0.00707319000272,0.0746948069872,0.0155755055372,0.00168181665192
35,0.155352539364,0.00947889976377,0.00955373298602,0.151534385742,0.0311500485883,0.00450472449261
36,0.0966325581222,0.0241626960456,0.0599206632846,0.0611014127869,0.0162417037395,0.0341519243333
37,0.0749384093459,0.0122207297571,0.02889067541,0.0652306499655,0.018884321615,0.00448246986379
38,0.11478352147,0.022969343347,0.0069007815526,0.105375762532,0.0353142517869,0.0157764879722
39,0.163572468051,0.0123492333866,0.0175593191338,0.158792636992,0.0318627797348,0.00804864928507
40,0.166762955586,0.0195653354821,0.101482209488,0.119059271675,0.0310347522025,0.0446113903017
41,0.156379227371,0.0156005634551,0.0249558166951,0.149201434544,0.0293805985281,0.0215407693966
