JES,Statistics,Backgrounds,JER/JEFF,PDF,Other Detector,Pileup,Modeling,Total
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.166880471257,0.0294412774147,0.00481552634525,0.0411708087126,0.000549938340997,0.134751022262,0.0481606034147,0.0417559001465,0.229467306251
2,0.0603893605013,0.0243771149985,0.00341591705168,0.0301903035632,0.000321651967615,0.0526246602956,0.0206529703736,0.0536270756049,0.106000510708
3,0.0134852551716,0.0252204054426,0.00670147756632,0.0537781060782,0.000555538313631,0.00350424875713,0.00856209719675,0.0147887308593,0.063714361832
4,0.0673647626248,0.0273375246563,0.00407635008622,0.0343299179872,0.000905108203777,0.00684391565233,0.0144167343593,0.0393419508548,0.0910153894999
5,0.0356564786701,0.0287141976723,0.000601846271081,0.0637952458259,0.000494763047199,0.00504131111048,0.0116655649535,0.0206145891512,0.0821753705667
6,0.0113139713928,0.0298804087884,0.000129390924578,0.0530590495442,0.000127639269777,0.00587562444455,0.00839829455577,0.0105260543013,0.0636552643823
7,0.0421218791712,0.0327367471517,0.003587130911,0.0337549282413,0.000771725612889,0.0139174809763,0.0147219673658,0.0225609755261,0.0701301346405
8,0.0179718442719,0.0361554219315,0.000113728903462,0.0394113918661,0.000983546073296,0.00746559133249,0.00579456783436,0.0196167440513,0.0604861020818
9,0.0427372120579,0.0400463382268,0.00395951125793,0.0080953189007,0.00123034423671,0.0179764121101,0.010968185258,0.0196210241305,0.065888855146
10,0.01687707668,0.0432935215707,0.0111906400988,0.0174605219846,0.00161425276022,0.0170009621831,0.0184356790298,0.021796703011,0.0607937005915
11,0.0278604677737,0.0418656830314,0.00551484565274,0.016733091617,0.000734612553192,0.0211995943693,0.0209686462721,0.0111139726974,0.0620686549759
12,0.0381379846616,0.0504396837606,0.00669152481523,0.0269521040772,5.96179625232e-05,0.0268570724052,0.0796907172771,0.0109235807992,0.109366818188
13,0.0275475167652,0.0630805478595,0.011879130383,0.00718222420818,0.00173431397128,0.0204030649908,0.0241175678055,0.0155879722398,0.07857896756
14,0.0440844840901,0.072572118105,0.00638077644823,0.0200619065418,0.00223232114988,0.032893655801,0.0562131377824,0.0141142887147,0.109997519612
15,0.0365202117532,0.0885970142341,0.00818777299367,0.00930254263571,0.00259303327543,0.0231151539248,0.0096938025271,0.0331973868281,0.105232144262
16,0.028548442268,0.108195501512,0.0231938212965,0.0218590401479,0.00343370900287,0.0280893846655,0.102877112015,0.0376743258333,0.162298829256
17,0.0378112470233,0.0695048283188,0.0112957750568,0.0162243878569,0.000801495663241,0.0302730107807,0.0215984010859,0.00750573989845,0.0899519955002
18,0.112788881188,0.0314815638549,0.00335651761342,0.0323630032232,3.86267728467e-05,0.0947966853075,0.0317963657949,0.0494794959022,0.164974825959
19,0.0867650761543,0.0282230811513,3.94880512777e-05,0.0280257332956,0.000847897572182,0.0295864999519,0.0128047931752,0.0347189642635,0.106562719341
20,0.0579859176397,0.0313320221207,0.00429545066674,0.0244726985135,0.000733646144958,0.0284497918606,0.0165706053646,0.0323446461173,0.0842147024683
21,0.0229964625727,0.0354097989191,0.00222234647409,0.0105425438549,0.000310985082534,0.0136738175954,0.00953659963116,0.0604091031809,0.0763285771132
22,0.0324137699931,0.0382506078251,0.00123440407149,0.043070160333,0.00165335542035,0.0239971820644,0.0217867854132,0.0161637709536,0.0753979694019
23,0.0622485983152,0.0429202055512,0.00723407876833,0.0496883879705,0.00124745450772,0.0263198155423,0.0111836067716,0.0173436092541,0.0967391467132
24,0.0265850222485,0.0519683604985,0.0139330710226,0.0378919188162,0.000149147151807,0.023421681723,0.00912870292643,0.0165466228243,0.0770916548283
25,0.062202155558,0.0634206071941,0.00817490664115,0.0275892339614,0.00128453834695,0.0499928834962,0.0271558191912,0.0298827074946,0.113360617784
26,0.0544443253037,0.0852284023312,0.0154047034569,0.0253627523814,0.000215905597547,0.0269990096864,0.0464837849667,0.0312266741104,0.122366170974
27,0.0664669803518,0.0881513231784,0.0168860048372,0.0860344311108,0.00419752814308,0.0382044048729,0.0271548361266,0.0413808549147,0.154280691675
