835.9409189742,3.6116268604
724.1336166366,3.3762080173
619.0061554665,3.1322278935
526.1704019812,2.8981459134
462.7193604195,2.7251695860
750.7628842295,3.4833358186
584.5579940352,3.0862903667
456.9068937499,2.7370050052
370.5676576704,2.4697617693
295.9598606498,2.2125591670
539.6852126804,2.9968689221
345.3234210762,2.4039014062
234.5291325792,1.9866417821
165.2485882507,1.6711335882
119.0137142334,1.4184387125
84.1208906603,1.1956229937
265.3017818918,2.1331847239
794.1836374824,3.6010462850
582.8620768706,3.1128625594
432.5538735608,2.6987110455
333.8084567574,2.3814162573
253.4984412919,2.0846247736
350.4313548993,2.4622963980
228.2021832016,1.9972793509
150.4629396331,1.6251907335
102.8438073176,1.3498406965
71.9066983090,1.1291786436
105.0991475380,1.3703359907
49.4206928417,0.9418737113
62.9275735955,1.0659671312
450.3251280638,2.8171160114
478.1497474164,2.9300464545
221.4861986594,2.0097836231
186.9760949413,1.8564756443
73.0757234022,1.1667759948
206.1036361389,1.9537397583
183.4201271400,1.8524726041
67.0429743265,1.1234768999
56.5186654568,1.0328322168
84.2008289755,1.2614228184
91.9334666395,1.3202919997
