840.2531105372,3.3478995743
714.7066472766,3.0811562657
608.7797593314,2.8374750149
523.6026911704,2.6257570280
449.3110799485,2.4320989604
731.0669553539,3.0953087945
554.7834660395,2.6950710103
442.2034267677,2.4053531728
350.3634382796,2.1396441770
284.6516014450,1.9291225180
510.6063332411,2.5845677825
334.5858809064,2.0937087547
224.4749236251,1.7150833152
153.9814177860,1.4223673673
110.6691520580,1.2060345994
81.3772277891,1.0356059901
239.5619659075,1.7839272604
733.4321623288,3.0892433380
532.4165351650,2.6227414830
394.0624252894,2.2523739919
295.6166234285,1.9456435846
225.1538429893,1.6967266552
315.9282897330,2.0062280736
200.4469736139,1.6001446798
131.5057796808,1.2946929954
91.5400785328,1.0791363899
63.0522579844,0.8986136010
91.4201703758,1.0819231108
42.1930773545,0.7342184860
53.2352174761,0.8300446023
384.1035668904,2.2072973723
402.4627791181,2.2496999521
182.7448243941,1.5105066000
153.4666615318,1.3834435099
56.1689891341,0.8398514079
160.6773193464,1.4104917070
141.6494726296,1.3195642714
51.8587739224,0.7978932519
41.8199937430,0.7198945318
59.2939013946,0.8541129129
62.8399879897,0.8774439387
