909.4598839150,5.2238886073
764.7879510934,4.7941838492
613.8979360497,4.2939036598
509.9022210025,3.9119392741
440.2140839340,3.6390269905
717.7251628163,4.6457009289
556.7484950792,4.0968005666
437.3806332485,3.6307501431
354.0750054574,3.2679755175
287.7683938839,2.9471899917
511.8558571093,3.9324484137
340.3441974802,3.2091967102
230.3697276260,2.6398664430
151.8034727237,2.1443385290
99.6274066939,1.7355333808
73.7370009978,1.4935711174
197.6131635737,2.4442895411
803.3138575816,4.9233562304
557.1987436006,4.0999976749
391.2951738218,3.4377239767
290.0913643632,2.9582668712
227.6912721487,2.6221863276
311.9765366832,3.0717224599
195.7569531676,2.4346867114
130.2072067594,1.9872490355
89.3403084962,1.6466306992
63.9997973527,1.3948021837
87.9642183790,1.6338492481
41.8875919535,1.1296096842
47.6807702072,1.2061923007
423.7165367702,3.5819062423
417.2724863398,3.5565620754
185.4305291947,2.3728280939
154.5271127837,2.1681256026
53.8450129963,1.2819881292
179.3396558695,2.3360951136
149.2270597414,2.1302502524
55.1290027762,1.2968093010
39.5413633864,1.0986860018
64.0145777326,1.3975747012
68.7164445891,1.4481174754
