818.7854091465,3.6851844626
680.6267601170,3.3308935204
574.1058843446,3.0385402546
494.0382193218,2.8002621502
419.6043232450,2.5704151162
682.6606971906,3.2576752775
516.9301276535,2.8174180450
400.2559385429,2.4640088330
322.0898497936,2.2043203881
258.3567516942,1.9673004987
463.2589798961,2.6213986892
300.5814039369,2.1020832075
204.3182579697,1.7261677803
142.3770144532,1.4378017564
101.8476913640,1.2143951827
73.1985543064,1.0251257591
220.2931322749,1.7646144971
642.6660932801,3.0255223474
457.4804607442,2.5238806751
335.8415910468,2.1489710294
255.0417613028,1.8608895070
193.0956362522,1.6105145097
267.4540230056,1.8854436466
168.0182936532,1.4857310352
109.1947698012,1.1920972742
75.9351731444,0.9910366833
52.9163720474,0.8237768234
77.4975912958,0.9950244366
36.2607771765,0.6777427791
45.3716979680,0.7558598209
305.4089966363,1.9833797463
319.8057996814,2.0061341604
143.2131566869,1.3285606903
118.7334806958,1.2015052360
43.6558911200,0.7215494346
118.0660277010,1.1855482327
102.0553457084,1.0921537769
37.4966234443,0.6592936165
28.7179997768,0.5744652334
39.1461595503,0.6698860313
41.9281912198,0.6901125834
