3826.4607739409,13.6336100268
874.7784837775,6.5289096265
717.4817025839,5.9129059345
561.1054761274,5.2282492076
460.7685185370,4.7372794568
384.9335705004,4.3303822711
617.0977367051,5.4829270668
475.5083826294,4.8146592268
356.1867856676,4.1662919292
284.2738997327,3.7221614208
220.1500940375,3.2757180964
407.0575433050,4.4552171514
256.8793388300,3.5398146217
172.1825175804,2.8980389333
114.2070575702,2.3609494246
79.2724060674,1.9667946572
55.2635142965,1.6420852115
153.1006311850,2.7332737702
4774.1358729880,15.2300961183
639.1752073922,5.5831140214
439.4993035875,4.6296806983
296.3381754678,3.8011577559
209.6544216843,3.1962028947
164.5446386179,2.8326919466
215.9844029298,3.2456951172
137.1506225704,2.5870401503
87.2981623147,2.0644835049
58.8441695800,1.6949353462
40.2164142875,1.4015427198
57.7339611907,1.6791780786
24.9556098685,1.1045983054
30.3153741475,1.2179817512
3639.9789301215,13.3010161082
284.3075328126,3.7247310362
270.2210428308,3.6317773752
111.0548832335,2.3279726218
90.3766060803,2.1010208697
32.9973952653,1.2704160339
2187.6878389496,10.3138679330
100.8129776138,2.2190298991
82.0708916048,2.0020938149
26.7133501813,1.1422418452
22.9104345745,1.0588043078
1136.3819890277,7.4341784723
32.6180668603,1.2627891918
33.5081556630,1.2798933160
